data_source,platform,address_id,city,neighborhood,zone_type,lat,lon,product_name,item_price_mxn,delivery_fee_mxn,service_fee_mxn,total_checkout_mxn,eta_minutes,promotions_visible,store_available,scraped_at
synthetic_demo,didi_food,MX_CDMX_02,Ciudad de México,Polanco,urban_core,19.433,-99.195,Combo Big Mac,106.92,31.58,9.5,148.0,34,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_CDMX_02,Ciudad de México,Polanco,urban_core,19.433,-99.195,Coca-Cola 600ml,127.25,15.51,5.75,148.51,52,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_CDMX_02,Ciudad de México,Polanco,urban_core,19.433,-99.195,McNuggets 10 piezas,117.94,38.79,13.31,170.04,44,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_CDMX_03,Ciudad de México,Coyoacán Centro,urban_core,19.35,-99.162,Combo Big Mac,106.73,42.08,10.93,154.74,27,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_CDMX_03,Ciudad de México,Coyoacán Centro,urban_core,19.35,-99.162,Coca-Cola 600ml,114.93,40.7,14.86,170.49,40,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_CDMX_03,Ciudad de México,Coyoacán Centro,urban_core,19.35,-99.162,McNuggets 10 piezas,156.48,34.5,6.1,185.08,32,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_CDMX_03,Ciudad de México,Coyoacán Centro,urban_core,19.35,-99.162,Combo Big Mac,127.99,17.79,5.84,151.62,39,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_CDMX_03,Ciudad de México,Coyoacán Centro,urban_core,19.35,-99.162,Coca-Cola 600ml,153.11,23.37,11.67,188.15,23,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_CDMX_03,Ciudad de México,Coyoacán Centro,urban_core,19.35,-99.162,McNuggets 10 piezas,173.27,16.08,10.42,194.77,36,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_CDMX_03,Ciudad de México,Coyoacán Centro,urban_core,19.35,-99.162,Combo Big Mac,138.08,20.25,8.19,161.52,39,Envío gratis pedido mínimo,False,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_CDMX_03,Ciudad de México,Coyoacán Centro,urban_core,19.35,-99.162,Coca-Cola 600ml,172.3,36.86,6.0,215.16,40,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_CDMX_03,Ciudad de México,Coyoacán Centro,urban_core,19.35,-99.162,McNuggets 10 piezas,119.43,30.61,12.72,150.76,45,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_CDMX_04,Ciudad de México,Iztapalapa Sur,periphery,19.32,-99.05,Combo Big Mac,120.38,16.12,12.21,143.71,31,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_CDMX_04,Ciudad de México,Iztapalapa Sur,periphery,19.32,-99.05,Coca-Cola 600ml,129.25,43.59,8.78,176.62,35,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_CDMX_04,Ciudad de México,Iztapalapa Sur,periphery,19.32,-99.05,McNuggets 10 piezas,113.69,16.35,10.66,128.7,47,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_CDMX_04,Ciudad de México,Iztapalapa Sur,periphery,19.32,-99.05,Combo Big Mac,184.08,38.46,10.81,233.35,32,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_CDMX_04,Ciudad de México,Iztapalapa Sur,periphery,19.32,-99.05,Coca-Cola 600ml,132.37,16.41,13.53,162.31,30,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_CDMX_04,Ciudad de México,Iztapalapa Sur,periphery,19.32,-99.05,McNuggets 10 piezas,107.28,36.74,6.43,145.45,28,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_CDMX_04,Ciudad de México,Iztapalapa Sur,periphery,19.32,-99.05,Combo Big Mac,111.2,21.39,13.29,145.88,52,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_CDMX_04,Ciudad de México,Iztapalapa Sur,periphery,19.32,-99.05,Coca-Cola 600ml,93.5,19.26,5.91,118.67,43,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_CDMX_04,Ciudad de México,Iztapalapa Sur,periphery,19.32,-99.05,McNuggets 10 piezas,159.49,28.54,6.69,182.72,47,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_GDL_01,Guadalajara,Zapopan Centro,urban_core,20.676,-103.348,Combo Big Mac,110.27,18.71,17.06,146.04,32,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_GDL_01,Guadalajara,Zapopan Centro,urban_core,20.676,-103.348,Coca-Cola 600ml,164.51,43.67,8.72,204.9,46,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_GDL_01,Guadalajara,Zapopan Centro,urban_core,20.676,-103.348,McNuggets 10 piezas,161.57,18.18,6.82,181.57,32,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_GDL_01,Guadalajara,Zapopan Centro,urban_core,20.676,-103.348,Combo Big Mac,188.3,36.0,10.19,229.49,45,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_GDL_01,Guadalajara,Zapopan Centro,urban_core,20.676,-103.348,Coca-Cola 600ml,177.94,35.79,7.38,221.11,37,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_GDL_01,Guadalajara,Zapopan Centro,urban_core,20.676,-103.348,McNuggets 10 piezas,155.31,25.19,9.08,177.58,35,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_GDL_01,Guadalajara,Zapopan Centro,urban_core,20.676,-103.348,Combo Big Mac,136.18,19.74,7.11,151.03,45,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_GDL_01,Guadalajara,Zapopan Centro,urban_core,20.676,-103.348,Coca-Cola 600ml,98.61,28.89,6.07,133.57,48,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_GDL_01,Guadalajara,Zapopan Centro,urban_core,20.676,-103.348,McNuggets 10 piezas,181.48,17.57,7.66,201.71,28,Ninguna visible,False,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_GDL_02,Guadalajara,Tlaquepaque Centro,urban_secondary,20.64,-103.31,Combo Big Mac,102.55,20.24,5.69,128.48,37,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_GDL_02,Guadalajara,Tlaquepaque Centro,urban_secondary,20.64,-103.31,Coca-Cola 600ml,129.34,30.14,16.38,163.86,44,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_GDL_02,Guadalajara,Tlaquepaque Centro,urban_secondary,20.64,-103.31,McNuggets 10 piezas,121.05,22.48,12.43,143.96,32,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_GDL_02,Guadalajara,Tlaquepaque Centro,urban_secondary,20.64,-103.31,Combo Big Mac,147.38,16.61,14.57,178.56,24,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_GDL_02,Guadalajara,Tlaquepaque Centro,urban_secondary,20.64,-103.31,Coca-Cola 600ml,179.36,38.71,16.32,234.39,45,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_GDL_02,Guadalajara,Tlaquepaque Centro,urban_secondary,20.64,-103.31,McNuggets 10 piezas,172.9,17.51,11.01,201.42,37,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_GDL_02,Guadalajara,Tlaquepaque Centro,urban_secondary,20.64,-103.31,Combo Big Mac,129.5,30.08,7.45,167.03,28,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_GDL_02,Guadalajara,Tlaquepaque Centro,urban_secondary,20.64,-103.31,Coca-Cola 600ml,114.71,22.9,8.59,141.2,33,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_GDL_02,Guadalajara,Tlaquepaque Centro,urban_secondary,20.64,-103.31,McNuggets 10 piezas,120.95,38.25,14.88,162.08,38,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_MTY_01,Monterrey,San Pedro,urban_core,25.657,-100.402,Combo Big Mac,183.45,34.58,15.46,228.49,35,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_MTY_01,Monterrey,San Pedro,urban_core,25.657,-100.402,Coca-Cola 600ml,171.86,21.07,14.03,201.96,44,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_MTY_01,Monterrey,San Pedro,urban_core,25.657,-100.402,McNuggets 10 piezas,106.6,36.77,6.1,144.47,46,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_MTY_01,Monterrey,San Pedro,urban_core,25.657,-100.402,Combo Big Mac,175.09,30.19,13.96,207.24,45,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_MTY_01,Monterrey,San Pedro,urban_core,25.657,-100.402,Coca-Cola 600ml,154.01,16.42,11.97,182.4,28,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_MTY_01,Monterrey,San Pedro,urban_core,25.657,-100.402,McNuggets 10 piezas,141.6,28.22,13.74,171.56,45,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_MTY_01,Monterrey,San Pedro,urban_core,25.657,-100.402,Combo Big Mac,182.48,16.36,5.74,199.58,26,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_MTY_01,Monterrey,San Pedro,urban_core,25.657,-100.402,Coca-Cola 600ml,167.26,30.92,8.22,201.4,50,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_MTY_01,Monterrey,San Pedro,urban_core,25.657,-100.402,McNuggets 10 piezas,127.48,21.5,6.2,143.18,28,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_MTY_02,Monterrey,García,periphery,25.78,-100.59,Combo Big Mac,136.0,36.89,12.19,173.08,46,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_MTY_02,Monterrey,García,periphery,25.78,-100.59,Coca-Cola 600ml,135.29,44.6,14.33,182.22,46,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_MTY_02,Monterrey,García,periphery,25.78,-100.59,McNuggets 10 piezas,161.88,18.66,12.65,193.19,39,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_MTY_02,Monterrey,García,periphery,25.78,-100.59,Combo Big Mac,177.54,21.95,10.08,209.57,35,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_MTY_02,Monterrey,García,periphery,25.78,-100.59,Coca-Cola 600ml,173.13,16.85,16.52,206.5,47,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_MTY_02,Monterrey,García,periphery,25.78,-100.59,McNuggets 10 piezas,105.64,41.38,12.56,159.58,41,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_MTY_02,Monterrey,García,periphery,25.78,-100.59,Combo Big Mac,94.96,19.56,6.04,108.56,47,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_MTY_02,Monterrey,García,periphery,25.78,-100.59,Coca-Cola 600ml,155.81,14.15,4.46,174.42,25,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_MTY_02,Monterrey,García,periphery,25.78,-100.59,McNuggets 10 piezas,115.29,35.62,5.05,150.96,47,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_PUE_01,Puebla,Angelópolis,urban_secondary,19.0,-98.25,Combo Big Mac,168.11,40.14,5.52,213.77,27,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_PUE_01,Puebla,Angelópolis,urban_secondary,19.0,-98.25,Coca-Cola 600ml,172.91,33.9,16.06,222.87,26,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_PUE_01,Puebla,Angelópolis,urban_secondary,19.0,-98.25,McNuggets 10 piezas,124.52,36.3,17.74,173.56,37,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_PUE_01,Puebla,Angelópolis,urban_secondary,19.0,-98.25,Combo Big Mac,99.24,38.2,13.09,150.53,28,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_PUE_01,Puebla,Angelópolis,urban_secondary,19.0,-98.25,Coca-Cola 600ml,193.0,26.46,13.98,233.44,41,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_PUE_01,Puebla,Angelópolis,urban_secondary,19.0,-98.25,McNuggets 10 piezas,189.6,22.12,11.51,218.23,43,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_PUE_01,Puebla,Angelópolis,urban_secondary,19.0,-98.25,Combo Big Mac,106.55,26.62,9.02,130.19,38,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_PUE_01,Puebla,Angelópolis,urban_secondary,19.0,-98.25,Coca-Cola 600ml,119.12,21.24,9.3,137.66,41,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_PUE_01,Puebla,Angelópolis,urban_secondary,19.0,-98.25,McNuggets 10 piezas,131.8,18.95,11.13,156.88,33,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_QRO_01,Querétaro,Centro Histórico,urban_secondary,20.588,-100.388,Combo Big Mac,145.26,21.77,12.44,179.47,36,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_QRO_01,Querétaro,Centro Histórico,urban_secondary,20.588,-100.388,Coca-Cola 600ml,163.45,24.49,15.24,203.18,36,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_QRO_01,Querétaro,Centro Histórico,urban_secondary,20.588,-100.388,McNuggets 10 piezas,133.69,30.38,14.58,173.65,45,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_QRO_01,Querétaro,Centro Histórico,urban_secondary,20.588,-100.388,Combo Big Mac,147.03,35.88,8.36,186.27,46,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_QRO_01,Querétaro,Centro Histórico,urban_secondary,20.588,-100.388,Coca-Cola 600ml,102.21,37.04,5.26,144.51,31,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_QRO_01,Querétaro,Centro Histórico,urban_secondary,20.588,-100.388,McNuggets 10 piezas,126.39,34.3,4.78,165.47,46,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_QRO_01,Querétaro,Centro Histórico,urban_secondary,20.588,-100.388,Combo Big Mac,107.05,29.06,5.77,136.88,34,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_QRO_01,Querétaro,Centro Histórico,urban_secondary,20.588,-100.388,Coca-Cola 600ml,167.04,21.41,12.27,200.72,44,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_QRO_01,Querétaro,Centro Histórico,urban_secondary,20.588,-100.388,McNuggets 10 piezas,93.19,18.72,10.41,122.32,29,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_MID_01,Mérida,Paseo Montejo,urban_secondary,20.967,-89.623,Combo Big Mac,197.79,31.68,15.91,233.38,47,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_MID_01,Mérida,Paseo Montejo,urban_secondary,20.967,-89.623,Coca-Cola 600ml,136.94,17.4,14.82,169.16,33,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_MID_01,Mérida,Paseo Montejo,urban_secondary,20.967,-89.623,McNuggets 10 piezas,115.35,42.21,5.58,158.14,28,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_MID_01,Mérida,Paseo Montejo,urban_secondary,20.967,-89.623,Combo Big Mac,153.64,27.41,5.61,186.66,30,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_MID_01,Mérida,Paseo Montejo,urban_secondary,20.967,-89.623,Coca-Cola 600ml,159.91,32.3,13.72,200.93,24,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_MID_01,Mérida,Paseo Montejo,urban_secondary,20.967,-89.623,McNuggets 10 piezas,128.85,37.11,10.37,171.33,44,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_MID_01,Mérida,Paseo Montejo,urban_secondary,20.967,-89.623,Combo Big Mac,180.38,28.7,14.13,223.21,33,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_MID_01,Mérida,Paseo Montejo,urban_secondary,20.967,-89.623,Coca-Cola 600ml,102.33,23.72,14.89,135.94,42,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_MID_01,Mérida,Paseo Montejo,urban_secondary,20.967,-89.623,McNuggets 10 piezas,110.74,13.86,15.01,134.61,36,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_CUN_01,Cancún,Zona Hotelera,tourism,21.133,-86.746,Combo Big Mac,97.65,23.34,14.14,130.13,38,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_CUN_01,Cancún,Zona Hotelera,tourism,21.133,-86.746,Coca-Cola 600ml,145.61,37.84,16.74,195.19,40,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_CUN_01,Cancún,Zona Hotelera,tourism,21.133,-86.746,McNuggets 10 piezas,185.31,18.42,14.52,206.25,33,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_CUN_01,Cancún,Zona Hotelera,tourism,21.133,-86.746,Combo Big Mac,191.98,40.97,8.05,229.0,44,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_CUN_01,Cancún,Zona Hotelera,tourism,21.133,-86.746,Coca-Cola 600ml,107.39,14.93,13.9,124.22,36,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_CUN_01,Cancún,Zona Hotelera,tourism,21.133,-86.746,McNuggets 10 piezas,192.79,25.16,14.09,227.04,25,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_CUN_01,Cancún,Zona Hotelera,tourism,21.133,-86.746,Combo Big Mac,181.85,34.92,4.82,221.59,34,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_CUN_01,Cancún,Zona Hotelera,tourism,21.133,-86.746,Coca-Cola 600ml,157.65,32.03,13.25,202.93,49,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_CUN_01,Cancún,Zona Hotelera,tourism,21.133,-86.746,McNuggets 10 piezas,96.9,19.39,11.51,127.8,49,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_TIJ_01,Tijuana,Zona Río,border_urban,32.53,-117.02,Combo Big Mac,165.98,15.89,10.22,187.09,45,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_TIJ_01,Tijuana,Zona Río,border_urban,32.53,-117.02,Coca-Cola 600ml,183.88,25.44,16.09,213.41,29,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_TIJ_01,Tijuana,Zona Río,border_urban,32.53,-117.02,McNuggets 10 piezas,124.93,41.6,7.44,168.97,24,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_TIJ_01,Tijuana,Zona Río,border_urban,32.53,-117.02,Combo Big Mac,175.74,41.37,8.14,213.25,34,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_TIJ_01,Tijuana,Zona Río,border_urban,32.53,-117.02,Coca-Cola 600ml,194.76,33.14,11.72,239.62,34,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_TIJ_01,Tijuana,Zona Río,border_urban,32.53,-117.02,McNuggets 10 piezas,108.44,23.88,5.4,137.72,29,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_TIJ_01,Tijuana,Zona Río,border_urban,32.53,-117.02,Combo Big Mac,153.7,22.26,9.21,173.17,51,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_TIJ_01,Tijuana,Zona Río,border_urban,32.53,-117.02,Coca-Cola 600ml,119.75,36.88,7.09,158.72,33,Cupón zona,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_TIJ_01,Tijuana,Zona Río,border_urban,32.53,-117.02,McNuggets 10 piezas,164.15,28.8,11.88,204.83,32,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_LEO_01,León,Centro,urban_secondary,21.125,-101.686,Combo Big Mac,112.76,41.23,8.68,162.67,36,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_LEO_01,León,Centro,urban_secondary,21.125,-101.686,Coca-Cola 600ml,141.62,29.29,17.93,183.84,39,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_LEO_01,León,Centro,urban_secondary,21.125,-101.686,McNuggets 10 piezas,177.23,20.56,12.31,210.1,24,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_LEO_01,León,Centro,urban_secondary,21.125,-101.686,Combo Big Mac,146.27,25.75,5.03,165.05,49,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_LEO_01,León,Centro,urban_secondary,21.125,-101.686,Coca-Cola 600ml,119.61,15.61,10.04,145.26,37,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_LEO_01,León,Centro,urban_secondary,21.125,-101.686,McNuggets 10 piezas,106.16,24.41,5.32,123.89,43,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_LEO_01,León,Centro,urban_secondary,21.125,-101.686,Combo Big Mac,130.38,24.2,4.42,159.0,26,Descuento primera orden,False,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_LEO_01,León,Centro,urban_secondary,21.125,-101.686,Coca-Cola 600ml,141.44,26.12,8.21,175.77,36,Descuento primera orden,True,2026-04-01T01:51:10Z
synthetic_demo,didi_food,MX_LEO_01,León,Centro,urban_secondary,21.125,-101.686,McNuggets 10 piezas,117.4,21.71,7.17,134.28,38,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_AGS_01,Aguascalientes,Centro,urban_secondary,21.885,-102.291,Combo Big Mac,130.64,42.91,5.63,179.18,33,2x1 en bebidas,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_AGS_01,Aguascalientes,Centro,urban_secondary,21.885,-102.291,Coca-Cola 600ml,101.73,19.15,16.94,137.82,22,Ninguna visible,True,2026-04-01T01:51:10Z
synthetic_demo,rappi,MX_AGS_01,Aguascalientes,Centro,urban_secondary,21.885,-102.291,McNuggets 10 piezas,108.18,33.6,8.14,149.92,36,Envío gratis pedido mínimo,True,2026-04-01T01:51:10Z
synthetic_demo,uber_eats,MX_AGS_01,Aguascalientes,Centro,urban_secondary,21.885,-102.291,Combo Big Mac,95.47,37.35,12.0,144.82,28,Descuento primera orden,True,2026-04-01T01:51:10Z
